.config,avg_rank,mean_preci,mean_soft_preci,mean_recall,mean_soft_acc,mtry,tree_depth,trees,min_n,learn_rate
Preprocessor1_Model16,0.9479166666666666,0.3333333333333333,0.5811209439528023,0.3992932862190813,0.6228571428571429,14,7,410,30,0.0031804833197908366
Preprocessor1_Model23,0.875,0.33217993079584773,0.5761245674740484,0.3392226148409894,0.638095238095238,16,8,468,29,0.005889104242819363
Preprocessor1_Model14,0.8645833333333334,0.3313782991202346,0.5645161290322581,0.3992932862190813,0.6209523809523809,17,5,451,30,0.002255468210518291
Preprocessor1_Model04,0.8208333333333333,0.32867132867132864,0.5751748251748252,0.3321554770318021,0.6371428571428571,15,6,696,28,0.0010017823080646624
Preprocessor1_Model17,0.7000000000000001,0.30344827586206896,0.5586206896551724,0.31095406360424027,0.621904761904762,17,6,515,22,0.0025169186465491696
Preprocessor1_Model19,0.6833333333333333,0.3078947368421053,0.5434210526315789,0.4134275618374558,0.5914285714285714,12,7,490,22,1.2141432318850715e-4
Preprocessor1_Model22,0.6729166666666666,0.30405405405405406,0.5489864864864865,0.31802120141342755,0.62,12,9,654,29,0.00917813513346534
Preprocessor1_Model02,0.6666666666666666,0.3095890410958904,0.541095890410959,0.3992932862190813,0.5980952380952381,13,11,567,21,4.882032411103952e-4
Preprocessor1_Model08,0.6604166666666667,0.29819277108433734,0.5512048192771084,0.3498233215547703,0.6028571428571429,12,10,610,25,0.004269668507159832
Preprocessor1_Model07,0.6375,0.2997032640949555,0.5445103857566765,0.3568904593639576,0.6019047619047619,14,10,551,23,0.0011705647330702742
Preprocessor1_Model18,0.525,0.2969187675070028,0.5294117647058824,0.3745583038869258,0.5923809523809523,16,9,677,20,1.1388831013062427e-4
Preprocessor1_Model01,0.5249999999999999,0.2903225806451613,0.5470430107526881,0.38162544169611307,0.5819047619047619,13,9,794,27,0.0015938073047981804
Preprocessor1_Model13,0.5208333333333333,0.2958579881656805,0.5325443786982249,0.35335689045936397,0.599047619047619,14,8,726,20,9.020572898709091e-4
Preprocessor1_Model12,0.5083333333333334,0.2898089171974522,0.5414012738853503,0.3215547703180212,0.6047619047619047,16,10,535,24,0.005298534315317929
Preprocessor1_Model15,0.48124999999999996,0.29581151832460734,0.5366492146596858,0.3992932862190813,0.5819047619047619,14,5,428,27,0.0013582792277018973
Preprocessor1_Model21,0.38125,0.2846975088967972,0.5231316725978647,0.2826855123674912,0.6152380952380953,15,8,591,23,0.007306724788084572
Preprocessor1_Model06,0.35625,0.2893258426966292,0.5182584269662921,0.36395759717314485,0.5876190476190476,15,7,629,21,6.503038144172884e-4
Preprocessor1_Model09,0.3208333333333333,0.2774566473988439,0.5260115606936416,0.3392226148409894,0.5838095238095238,15,7,741,29,3.720654358372132e-4
Preprocessor1_Model11,0.3125,0.2897196261682243,0.5105140186915887,0.4381625441696113,0.559047619047619,15,5,444,19,2.0219679127944933e-4
Preprocessor1_Model20,0.25625000000000003,0.27320954907161804,0.5185676392572944,0.36395759717314485,0.5676190476190476,13,11,661,26,2.1538919864072436e-4
Preprocessor1_Model24,0.20416666666666666,0.2677595628415301,0.5136612021857924,0.3462897526501767,0.5685714285714286,16,9,718,26,5.9073976326623e-4
Preprocessor1_Model25,0.20416666666666666,0.2750642673521851,0.5051413881748072,0.37809187279151946,0.5638095238095238,13,6,602,17,3.5081716548303733e-4
Preprocessor1_Model05,0.13125,0.2413793103448276,0.5086206896551724,0.24734982332155478,0.5876190476190476,15,8,756,18,0.0034575865967488018
Preprocessor1_Model03,0.07916666666666666,0.2549019607843137,0.5028011204481793,0.3215547703180212,0.5638095238095238,14,10,771,24,1.4549937895827993e-4
Preprocessor1_Model10,0.07083333333333335,0.2484472049689441,0.4968944099378882,0.2826855123674912,0.5761904761904761,16,8,501,19,2.903112567559534e-4
