mtry,trees,min_n,tree_depth,learn_rate,loss_reduction,.metric,.estimator,mean,n,std_err,.config
14,671,30,9,0.0033223922613462792,0.7040815385829793,rmse,standard,23.755707175457783,50,1.3725598978944344,Preprocessor1_Model22
15,903,21,10,0.002572746256330411,31.098047714011276,rmse,standard,23.780915913435734,50,1.442046516990057,Preprocessor1_Model25
16,637,21,11,0.004028241347651929,5.528618096164768,rmse,standard,24.104399710525428,50,1.4305945965183515,Preprocessor1_Model24
15,712,22,10,0.002056528648785467,2.03273518016793,rmse,standard,24.108055995129938,50,1.584088502598523,Preprocessor1_Model23
15,761,24,8,0.007444221642474576,0.16838707950350731,rmse,standard,24.168953657526547,50,1.4874027846064608,Preprocessor1_Model21
17,872,20,7,0.0033059209568125775,1.3097456751605851e-9,rmse,standard,24.315049777797782,50,1.4704038151672927,Preprocessor1_Model03
13,795,26,10,0.009451521353983451,9.538575508530928e-4,rmse,standard,24.37695656072892,50,1.5288731399439115,Preprocessor1_Model16
13,938,22,9,0.005534378121475322,2.1036619999046305e-7,rmse,standard,24.41295285432726,50,1.5099471805490414,Preprocessor1_Model08
15,837,29,8,0.005819760255293051,6.171154940941022e-10,rmse,standard,24.429611238015152,50,1.4591413760503131,Preprocessor1_Model02
13,894,19,11,0.001496276272346177,2.478077461757735e-5,rmse,standard,24.624714669985547,50,1.6705914835432227,Preprocessor1_Model12
17,709,25,7,0.0018880698916470178,0.024689264377007983,rmse,standard,24.95925682680487,50,1.6355037988512198,Preprocessor1_Model19
16,616,23,8,0.001132319949138998,8.795118881395496e-9,rmse,standard,29.223328823444888,50,2.2320237527125815,Preprocessor1_Model05
17,649,23,10,9.496767163096341e-4,1.5794035458491856e-7,rmse,standard,30.304755959159085,50,2.3448135783948643,Preprocessor1_Model07
14,860,24,9,6.922103183947219e-4,5.031064594316775e-9,rmse,standard,30.893143247496333,50,2.4052071966027593,Preprocessor1_Model04
15,658,17,7,7.932960367448673e-4,4.436705582616786e-4,rmse,standard,32.423523032433735,50,2.5459861284343286,Preprocessor1_Model15
16,769,28,9,5.443069334720285e-4,8.922399934141353e-6,rmse,standard,34.75386401337965,50,2.617351056702371,Preprocessor1_Model11
16,744,27,11,4.75730807315113e-4,0.01464954345792318,rmse,standard,36.398297429676056,50,2.6685851514893075,Preprocessor1_Model18
14,804,20,8,3.370519590812874e-4,1.0488197410157582e-6,rmse,standard,38.867856941211834,50,2.8097319470541087,Preprocessor1_Model09
16,602,30,10,4.334938878289244e-4,0.0563975144426468,rmse,standard,39.0724679560816,50,2.7751320170442573,Preprocessor1_Model20
14,840,29,9,2.6227025143250854e-4,0.005475243691656901,rmse,standard,40.53934634266184,50,2.85798485989448,Preprocessor1_Model17
14,820,27,8,1.9830796393697947e-4,1.600481666544561e-4,rmse,standard,42.6388994474261,50,2.936837110447757,Preprocessor1_Model14
13,695,18,8,2.1733917307486495e-4,4.5659923343804564e-8,rmse,standard,43.08487447527472,50,2.9547122300506725,Preprocessor1_Model06
16,922,25,11,1.5157713042678015e-4,1.4118253578388287e-6,rmse,standard,43.40012698046366,50,2.944884993214514,Preprocessor1_Model10
16,928,30,9,1.1536065832808205e-4,5.768707530412164e-5,rmse,standard,44.779075195478136,50,2.9698141981772332,Preprocessor1_Model13
15,740,18,7,1.4140435084631546e-4,2.043117424151034e-10,rmse,standard,44.92796033574721,50,2.9911633294435696,Preprocessor1_Model01
