mtry,trees,min_n,tree_depth,learn_rate,loss_reduction,.metric,.estimator,mean,n,std_err,.config
14,805,20,8,0.0022184836381129508,4.3190298306839946e-7,rmse,standard,27.929702508785592,50,2.0374603860888403,Preprocessor1_Model08
14,948,29,8,0.0017740115592852857,7.473730025382133e-5,rmse,standard,27.979622060134783,50,2.0688436121862672,Preprocessor1_Model13
14,674,28,9,0.0025022284696425076,2.532862450171521,rmse,standard,27.99970829187922,50,2.1073449695273845,Preprocessor1_Model23
13,741,17,12,0.0027548123760807583,1.570466099584035e-5,rmse,standard,28.154256514306727,50,2.0406055359453608,Preprocessor1_Model12
15,609,21,8,0.0038444809679097722,11.226213048533138,rmse,standard,28.227051477983963,50,2.0163736026114747,Preprocessor1_Model25
13,839,28,10,0.0013358187763703136,8.453867678542937e-9,rmse,standard,28.44813676726984,50,2.275290276947339,Preprocessor1_Model05
13,717,23,10,0.008195768665084752,0.10816975244686358,rmse,standard,29.49860736008164,50,2.142873285391724,Preprocessor1_Model20
16,631,23,11,0.006094112717746325,0.3598749696715422,rmse,standard,29.77046084129203,50,2.110953097796534,Preprocessor1_Model21
13,894,19,9,0.009407544040808916,1.0280287251470626e-5,rmse,standard,29.819382950041724,50,2.1520450352547544,Preprocessor1_Model11
16,733,21,13,0.0055070261813310395,0.00607925230259068,rmse,standard,29.88469992252052,50,2.1595830739949813,Preprocessor1_Model17
17,877,27,10,0.004693968400529397,2.7904840817966e-9,rmse,standard,30.30771110295141,50,2.16206913335101,Preprocessor1_Model04
16,908,26,9,9.182934215766606e-4,0.01697587623929447,rmse,standard,30.310687610513074,50,2.512980277674777,Preprocessor1_Model18
17,705,25,12,0.0011392781410869883,1.4761299313536373e-6,rmse,standard,30.777587208769795,50,2.5297293005673454,Preprocessor1_Model10
14,854,23,11,8.714598101992308e-4,4.091419834765223e-10,rmse,standard,31.48603482221345,50,2.5462956791145466,Preprocessor1_Model02
15,890,18,7,7.352787960753289e-4,5.555031812954858e-7,rmse,standard,32.823958558943865,50,2.613838272404742,Preprocessor1_Model09
15,791,24,13,5.982372347605411e-4,1.3466008346965506e-9,rmse,standard,35.80320264998191,50,2.8482305733840696,Preprocessor1_Model03
16,817,19,10,4.077913840446235e-4,0.5714405327694793,rmse,standard,39.554117894245906,50,3.0051514597501194,Preprocessor1_Model22
14,619,20,12,4.8363637021049287e-4,3.5759691424771e-4,rmse,standard,40.461378562382606,50,3.009778167642437,Preprocessor1_Model15
16,697,22,8,3.229708007680164e-4,7.996132170995985e-4,rmse,standard,42.88647918139312,50,3.0848881158821406,Preprocessor1_Model16
16,658,26,9,2.5272458213094513e-4,2.807446887583065e-8,rmse,standard,45.020188021752944,50,3.1552506945363765,Preprocessor1_Model06
15,650,25,7,2.3028471050575482e-4,1.8424061871025698e-4,rmse,standard,45.83583903554267,50,3.1436762343243414,Preprocessor1_Model14
15,934,27,11,1.5248345459397918e-4,0.028781261084757512,rmse,standard,46.057658210420605,50,3.159818162757517,Preprocessor1_Model19
17,837,18,11,1.7637287638122963e-4,1.3042907755623118e-7,rmse,standard,46.11199773158734,50,3.1658391576078238,Preprocessor1_Model07
15,773,25,12,1.2847246448223048e-4,1.1692615094624108e-10,rmse,standard,48.002056892704104,50,3.166094394070787,Preprocessor1_Model01
16,765,22,12,1.1951232407185968e-4,9.916645178661064,rmse,standard,48.378864767195914,50,3.16248101422688,Preprocessor1_Model24
