.config,avg_rank,mean_preci,mean_soft_preci,mean_recall,mean_soft_acc,mtry,tree_depth,trees,min_n,learn_rate
Preprocessor1_Model15,0.95,0.4257703081232493,0.6218487394957983,0.4318181818181818,0.595,12,5,762,25,0.0013906758687733554
Preprocessor1_Model08,0.925,0.43567251461988304,0.6096491228070176,0.42329545454545453,0.604,16,7,671,24,0.0034206740874403096
Preprocessor1_Model05,0.9,0.4230769230769231,0.614010989010989,0.4375,0.592,12,6,585,28,1.1278772927688076e-4
Preprocessor1_Model02,0.75,0.4116022099447514,0.6077348066298343,0.42329545454545453,0.584,14,6,494,29,0.004098293593597469
Preprocessor1_Model12,0.625,0.4046242774566474,0.596820809248555,0.3977272727272727,0.582,13,9,628,23,0.002343616987672151
Preprocessor1_Model13,0.5892857142857143,0.40532544378698226,0.5902366863905325,0.38920454545454547,0.584,13,9,459,25,0.006075835210531041
Preprocessor1_Model14,0.5571428571428572,0.4012345679012346,0.5941358024691358,0.3693181818181818,0.584,17,7,447,31,0.0017371202523333797
Preprocessor1_Model01,0.5357142857142857,0.3972972972972973,0.5918918918918918,0.41761363636363635,0.572,15,5,552,30,0.007653204173259212
Preprocessor1_Model09,0.4607142857142857,0.39502762430939226,0.5732044198895028,0.40625,0.572,15,6,611,26,9.612138211504835e-4
Preprocessor1_Model06,0.29642857142857143,0.3691460055096419,0.5633608815426997,0.3806818181818182,0.553,14,8,785,27,2.334070041731387e-4
Preprocessor1_Model10,0.24285714285714283,0.35714285714285715,0.5676020408163265,0.3977272727272727,0.536,14,6,733,28,3.314985293193509e-4
Preprocessor1_Model11,0.1964285714285714,0.36363636363636365,0.5575757575757576,0.3409090909090909,0.558,16,7,698,26,5.874688055219121e-4
Preprocessor1_Model07,0.1857142857142857,0.35656836461126007,0.5656836461126006,0.3778409090909091,0.541,15,8,653,29,4.498343843379995e-4
Preprocessor1_Model03,0.1714285714285714,0.3628571428571429,0.5628571428571428,0.36079545454545453,0.552,15,8,522,24,6.595182897943995e-4
Preprocessor1_Model04,0.010714285714285713,0.3248081841432225,0.5217391304347826,0.36079545454545453,0.511,17,8,416,30,1.7797097766778864e-4
