mtry,trees,min_n,tree_depth,learn_rate,loss_reduction,.metric,.estimator,mean,n,std_err,.config
16,683,25,11,0.009874527031650319,1.514908277449205e-7,rmse,standard,25.46892220785463,50,1.8915431759530206,Preprocessor1_Model07
14,835,31,11,0.005530150846565767,0.1494546393980486,rmse,standard,25.509322340400818,50,1.9127625680388127,Preprocessor1_Model20
15,771,22,11,0.007853881818705133,2.337433743333108e-5,rmse,standard,25.625717017705398,50,1.9524864154642332,Preprocessor1_Model12
19,651,29,11,0.0059089296443853795,7.691251127127934e-7,rmse,standard,25.834172235362743,50,1.9697688539878646,Preprocessor1_Model09
17,803,28,10,0.004619620165377989,0.036568743290691146,rmse,standard,25.87545675832196,50,1.934568730171369,Preprocessor1_Model19
19,811,20,9,0.003636902063392627,5.3548135373641804e-5,rmse,standard,26.115572315682485,50,1.985932378514735,Preprocessor1_Model13
16,776,19,8,0.0026150389699662,4.5981854469234616e-7,rmse,standard,26.31893841200864,50,1.9521794470724585,Preprocessor1_Model08
16,559,19,9,0.0029911009617927865,0.0019768383373510033,rmse,standard,26.870178296976796,50,2.002789458030033,Preprocessor1_Model16
14,538,17,8,0.0021362209574389175,2.948206358397963e-4,rmse,standard,28.554761619105307,50,2.222893883850215,Preprocessor1_Model15
17,617,29,12,0.0016739850641665614,5.149877517571188e-8,rmse,standard,29.330987407635426,50,2.2758126925469417,Preprocessor1_Model06
18,588,23,8,0.0014010523901521043,4.2404955603577896e-6,rmse,standard,31.255280659118547,50,2.4972759862949094,Preprocessor1_Model11
17,675,21,13,0.001020715750301283,1.8733549576670479e-6,rmse,standard,33.096361859589244,50,2.650025075588595,Preprocessor1_Model10
15,525,19,9,0.001162896780757277,0.005331399614027016,rmse,standard,34.11964929448348,50,2.738331912626552,Preprocessor1_Model17
16,867,25,10,6.4546923534582e-4,4.099171323937097e-10,rmse,standard,35.008246163080635,50,2.78363375411255,Preprocessor1_Model02
18,629,28,9,8.126903082756389e-4,0.38160615631662675,rmse,standard,36.03095641898878,50,2.8236990226359158,Preprocessor1_Model21
18,743,26,13,4.8033472313060077e-4,1.735329129173288e-9,rmse,standard,39.76544894338425,50,2.9945531279692723,Preprocessor1_Model03
14,576,27,10,5.697723949130331e-4,0.010486057847454634,rmse,standard,40.47340809320836,50,3.0417360743624124,Preprocessor1_Model18
13,840,24,9,3.67852563005432e-4,1.8100720020238226e-8,rmse,standard,40.98874841361399,50,3.0622262206168283,Preprocessor1_Model05
15,873,23,11,3.518337883933766e-4,1.1892842907154038e-10,rmse,standard,41.110940218119325,50,3.0617552247429662,Preprocessor1_Model01
17,610,28,13,2.8707622334475815e-4,4.564047220701713e-9,rmse,standard,45.46111283912608,50,3.1653098332915652,Preprocessor1_Model04
18,704,21,7,2.3512286224930293e-4,1.2951090150068093e-4,rmse,standard,45.827686823023306,50,3.1838718127797274,Preprocessor1_Model14
17,899,18,12,1.5470275092414792e-4,2.8066086929680405,rmse,standard,46.80778845319248,50,3.206545671583101,Preprocessor1_Model23
13,504,30,12,1.843555325017411e-4,0.701289804731937,rmse,standard,48.56071763162981,50,3.241405494176329,Preprocessor1_Model22
14,728,24,7,1.2080486759941381e-4,12.385891139865626,rmse,standard,48.766199843750414,50,3.2476205017202475,Preprocessor1_Model25
15,713,23,8,1.03669693127232e-4,7.175116600278851,rmse,standard,49.353419198078996,50,3.258850145740964,Preprocessor1_Model24
