.config,avg_rank,mean_preci,mean_soft_preci,mean_recall,mean_soft_acc,mtry,tree_depth,trees,min_n,learn_rate
Preprocessor1_Model08,0.9142857142857143,0.31451612903225806,0.48185483870967744,0.24375,0.588,14,7,442,28,3.077550366107437e-4
Preprocessor1_Model12,0.8392857142857143,0.30916030534351147,0.4732824427480916,0.253125,0.58,12,9,623,30,3.5690667541883413e-4
Preprocessor1_Model03,0.7678571428571429,0.30824372759856633,0.46953405017921146,0.26875,0.573,15,6,656,27,0.009733446807539783
Preprocessor1_Model14,0.7428571428571428,0.3076923076923077,0.47307692307692306,0.25,0.58,13,7,510,29,1.5568414957785207e-4
Preprocessor1_Model13,0.7071428571428571,0.3087719298245614,0.44912280701754387,0.275,0.571,13,7,558,25,0.0010836848941581142
Preprocessor1_Model11,0.6285714285714286,0.29965156794425085,0.4686411149825784,0.26875,0.565,15,8,743,24,0.00165417616034783
Preprocessor1_Model09,0.6071428571428572,0.3006535947712418,0.46405228758169936,0.2875,0.558,16,6,774,26,0.005141499735967549
Preprocessor1_Model02,0.5535714285714285,0.2920353982300885,0.4557522123893805,0.20625,0.586,15,9,591,28,1.1298860548559975e-4
Preprocessor1_Model05,0.45357142857142857,0.29225352112676056,0.4454225352112676,0.259375,0.562,12,6,771,25,5.842142613578182e-4
Preprocessor1_Model07,0.3678571428571428,0.2733333333333333,0.44666666666666666,0.25625,0.544,14,5,468,26,0.006921478748809311
Preprocessor1_Model01,0.22499999999999995,0.2612244897959184,0.4061224489795918,0.2,0.563,16,5,565,24,8.226902440806771e-4
Preprocessor1_Model10,0.20357142857142857,0.2548262548262548,0.4247104247104247,0.20625,0.553,17,8,425,31,0.0014532529780817336
Preprocessor1_Model06,0.1607142857142857,0.2508361204013378,0.42474916387959866,0.234375,0.531,15,6,711,23,0.0031369337073408592
Preprocessor1_Model04,0.1464285714285714,0.2517482517482518,0.4090909090909091,0.225,0.538,14,7,679,30,0.0028462378699337884
Preprocessor1_Model15,0.14285714285714285,0.25,0.3977272727272727,0.171875,0.57,16,8,493,28,2.4511904434673746e-4
