.config,avg_rank,mean_preci,mean_soft_preci,mean_recall,mean_soft_acc,mtry,tree_depth,trees,min_n,learn_rate
Preprocessor1_Model11,0.9142857142857143,0.4982456140350877,0.6263157894736842,0.37866666666666665,0.624,16,8,597,26,0.002575878014482343
Preprocessor1_Model12,0.8535714285714286,0.461038961038961,0.5941558441558441,0.37866666666666665,0.601,16,6,523,30,0.0017424206716004243
Preprocessor1_Model04,0.7607142857142857,0.45231607629427795,0.5667574931880109,0.44266666666666665,0.59,13,5,558,25,5.02217803878853e-4
Preprocessor1_Model09,0.6642857142857143,0.4463087248322148,0.5671140939597316,0.3546666666666667,0.593,17,7,692,27,0.00502509776695744
Preprocessor1_Model15,0.5785714285714285,0.4440894568690096,0.5654952076677316,0.37066666666666664,0.59,13,9,725,23,0.006549172309134547
Preprocessor1_Model06,0.557142857142857,0.4426229508196721,0.5672131147540984,0.36,0.59,15,8,789,26,0.007713448751223118
Preprocessor1_Model03,0.5428571428571428,0.439873417721519,0.5712025316455697,0.37066666666666664,0.587,15,9,713,24,0.0014473936828106218
Preprocessor1_Model07,0.5178571428571428,0.4426751592356688,0.5621019108280255,0.37066666666666664,0.589,12,6,769,28,0.0034032056067012685
Preprocessor1_Model13,0.5035714285714286,0.4426229508196721,0.5573770491803278,0.432,0.583,15,6,564,29,6.784713888283848e-4
Preprocessor1_Model02,0.42142857142857143,0.43478260869565216,0.5579710144927537,0.4,0.58,14,5,452,29,1.0168059624231513e-4
Preprocessor1_Model14,0.3714285714285714,0.43010752688172044,0.5564516129032258,0.4266666666666667,0.573,16,6,643,31,1.9574964530319806e-4
Preprocessor1_Model05,0.26428571428571423,0.41842105263157897,0.5460526315789473,0.424,0.563,14,8,403,28,4.5682733072839127e-4
Preprocessor1_Model01,0.21785714285714286,0.4178272980501393,0.5389972144846796,0.4,0.566,12,7,489,30,1.5707304305042768e-4
Preprocessor1_Model10,0.10714285714285712,0.40599455040871935,0.5354223433242506,0.3973333333333333,0.556,14,8,460,24,3.045904042772789e-4
Preprocessor1_Model08,0.09642857142857142,0.4146341463414634,0.5350609756097561,0.3626666666666667,0.569,13,7,616,26,0.001027849856534128
