mtry,trees,min_n,tree_depth,learn_rate,loss_reduction,.metric,.estimator,mean,n,std_err,.config
14,701,30,8,0.0035221215972799217,8.604138746636269e-5,rmse,standard,26.385212901391494,50,1.4330957218423692,Preprocessor1_Model13
17,668,28,10,0.006004053047736105,2.937812696890393e-7,rmse,standard,26.81222692212719,50,1.3810578575169348,Preprocessor1_Model08
19,655,29,12,0.004129222369115945,7.47153694390073e-4,rmse,standard,26.85289379195719,50,1.3604424420003574,Preprocessor1_Model15
14,898,22,7,0.00546018802265198,0.027999281249740694,rmse,standard,26.99202924243373,50,1.4517502078225473,Preprocessor1_Model19
17,603,18,11,0.00793782540924987,1.4605637602474312e-5,rmse,standard,27.033247832441972,50,1.4658579882180698,Preprocessor1_Model12
16,860,31,10,0.0019290252162459237,1.762612227378113e-10,rmse,standard,27.08375338448536,50,1.6131015944876683,Preprocessor1_Model01
18,686,29,12,0.0024029265338333496,0.0020405812542380343,rmse,standard,27.125547424472735,50,1.6133091697703654,Preprocessor1_Model16
13,506,27,8,0.003150505745099582,1.3045596112782085e-9,rmse,standard,27.128369391191228,50,1.6940624339901211,Preprocessor1_Model03
18,766,22,11,0.009902810745334325,0.004771342803014447,rmse,standard,27.16805458615899,50,1.487281553959967,Preprocessor1_Model17
17,785,18,8,0.0016884424476542178,4.790311681851969e-6,rmse,standard,28.00095023382827,50,1.8995739885017298,Preprocessor1_Model11
13,820,19,11,0.0013589501581529324,2.4643610969204375e-4,rmse,standard,28.671191538888234,50,2.1325479939815013,Preprocessor1_Model14
17,637,20,7,0.001108358838596089,2.3809409470486253e-8,rmse,standard,32.14914617204816,50,2.548000341626966,Preprocessor1_Model06
14,734,30,9,9.494171140713979e-4,2.4769296847925544,rmse,standard,32.304463408256325,50,2.5393995169388552,Preprocessor1_Model23
16,718,23,12,8.675024591527436e-4,3.149388626176347e-6,rmse,standard,33.37170138977787,50,2.664553502334274,Preprocessor1_Model10
15,872,23,13,4.6287265451421466e-4,4.525737215518805e-9,rmse,standard,37.84524147091871,50,2.9242724025068987,Preprocessor1_Model04
14,852,26,11,4.127841487901909e-4,9.376690288344524e-7,rmse,standard,39.181600189324456,50,2.9666837773140076,Preprocessor1_Model09
17,529,21,9,6.52265007210757e-4,4.111598138689882,rmse,standard,39.370640740976135,50,2.9786851665559393,Preprocessor1_Model24
19,535,25,10,5.851659103864814e-4,0.20998597103897598,rmse,standard,40.2534540936374,50,3.0069960991089864,Preprocessor1_Model21
18,565,26,11,3.5000891117965746e-4,16.388654309906865,rmse,standard,44.03888438713428,50,3.0817165526674257,Preprocessor1_Model25
18,809,19,9,2.2796167226870172e-4,5.630412640734077e-10,rmse,standard,44.46656932505443,50,3.0939438106401282,Preprocessor1_Model02
15,560,27,12,2.9918822600874724e-4,1.003335232954091e-7,rmse,standard,45.15198313222502,50,3.0947610817496085,Preprocessor1_Model07
15,793,25,9,1.857835656530522e-4,0.13044258343363527,rmse,standard,45.94087853061633,50,3.10304151460896,Preprocessor1_Model20
16,754,24,13,1.7335457218627578e-4,1.21364223644387,rmse,standard,46.61686263918939,50,3.108651079815932,Preprocessor1_Model22
16,582,17,10,1.3738366905577528e-4,7.7158144345386e-9,rmse,standard,48.709178965541426,50,3.1235156359859197,Preprocessor1_Model05
14,624,21,8,1.1556823990616559e-4,0.013294369168396566,rmse,standard,49.04310326894312,50,3.121151718446895,Preprocessor1_Model18
