Variable,Importance
sd_251d,0.039992860530296506
corr_199d,0.039312492277530794
corr_83d,0.038246670625806715
corr_251d,0.03641009336071179
corr_223d,0.035619456979552794
corr_97d,0.03361665860557755
sd_223d,0.03350023390650883
ret_223d,0.031463261525800125
sd_83d,0.029258501596332556
corr_179d,0.02865630835251841
corr_157d,0.027671393530499206
sd_199d,0.024980272916814695
ret_251d,0.023040470203423813
corr_127d,0.02294831062397487
sd_157d,0.02187836289401845
sd_109d,0.02082761980096429
sd_97d,0.02006782296738712
corr_37d,0.019413918309513077
corr_109d,0.018910702648211684
sd_127d,0.01854156668128561
sd_71d,0.018537522494682313
corr_59d,0.01815876951080759
sd_59d,0.017739452873349028
ret_47d,0.017615286265658114
sd_179d,0.01726713240394151
corr_71d,0.016695891046225955
corr_47d,0.016405312249186954
ret_157d,0.01634111761116205
ret_199d,0.01626419092460699
sd_47d,0.015833724426887005
ret_179d,0.015323240358562088
ret_59d,0.015011043221349551
ret_127d,0.014272042661977492
sd_37d,0.013073831643092866
ret_71d,0.013036598249089936
sd_29d,0.012956531333529043
corr_29d,0.012605952219721675
ret_37d,0.011975973566131769
corr_23d,0.01196140840498236
ret_97d,0.01120984377990894
ret_83d,0.010759325381893954
sd_23d,0.010392886589262757
corr_19d,0.010373468824146465
ret_29d,0.010304533920671436
sd_19d,0.009902723193758917
corr_17d,0.009808211854706815
ret_109d,0.009662059444404368
sd_11d,0.00887379162113141
corr_11d,0.008566685413524113
sd_17d,0.0077277597434956165
ret_23d,0.006698927910672708
sd_5d,0.005745469973131165
ret_19d,0.005619788895249375
ret_17d,0.005349644684387232
ret_5d,0.005277544354482054
ret_11d,0.004313846026213123
corr_5d,0.003981488587286376
