Variable,Importance
sd_223d,0.04469914750061134
sd_199d,0.041120893421487455
corr_97d,0.03804627362888733
corr_199d,0.03522507916996763
sd_251d,0.034500076241941055
corr_251d,0.03357962100117296
corr_127d,0.03281566830916575
corr_223d,0.03208194843901448
corr_157d,0.03189941376020202
ret_127d,0.029227571120369344
corr_83d,0.02859496314681295
corr_179d,0.027941120111654213
corr_109d,0.025934324281813418
sd_83d,0.023624915072736
sd_179d,0.023307193967668186
sd_97d,0.022044017570780193
sd_127d,0.02046606431662937
sd_109d,0.019874769900891143
sd_47d,0.019019269051348812
ret_83d,0.018779118888081134
sd_71d,0.01784560994686792
ret_199d,0.01738182433184048
ret_157d,0.0173421001467312
corr_59d,0.01707185033309139
corr_71d,0.016813680041542354
ret_47d,0.016402090410585733
ret_109d,0.015656141924182472
ret_179d,0.015547872060333087
ret_223d,0.015427373580231716
ret_251d,0.015233500507586187
sd_157d,0.015144594066985236
ret_59d,0.014421936115086523
sd_19d,0.013808446934552882
sd_29d,0.013617460209067208
ret_97d,0.01291310465109488
sd_37d,0.01287005262640661
ret_71d,0.012555472631337234
sd_59d,0.012456356859483295
sd_17d,0.011205731151185835
sd_23d,0.01072498354216683
sd_11d,0.010138809714732506
corr_37d,0.0097043826218195
ret_11d,0.009373169942677749
corr_47d,0.009239504132115184
corr_23d,0.009222454563397856
ret_37d,0.008828190976739071
corr_19d,0.008558418843421607
corr_29d,0.008077108874386753
ret_19d,0.007797131752364686
ret_17d,0.007238381117981243
corr_17d,0.006578711830406049
ret_29d,0.0065555805226756155
ret_23d,0.006484994569952651
corr_11d,0.004545798828941141
ret_5d,0.004335312975570002
corr_5d,0.0030611781578326184
sd_5d,0.003039239603391915
