Variable,Importance
oih_vde_corr_223d,0.01610751902304241
oih_vde_corr_251d,0.013057582441851972
vde_usci_sd_97d,0.011795289844221462
vde_usci_ret_83d,0.011654222296502295
xom_spy_sd_199d,0.011628535665317326
vde_usci_ret_97d,0.011196611203312971
xom_spy_corr_71d,0.011049719779765519
xom_spy_sd_251d,0.011035102111341726
xom_spy_sd_179d,0.01102361929952581
vde_usci_ret_109d,0.01100557288168715
oih_vde_corr_199d,0.01082793167366426
vde_usci_ret_71d,0.010437076232348077
xom_spy_corr_157d,0.010367585578026224
xom_spy_corr_251d,0.010258648311267025
xom_xle_corr_251d,0.009984403338024481
xom_spy_corr_199d,0.009801614007702299
xom_spy_ret_47d,0.009770236452196969
xom_spy_ret_19d,0.009746777008678566
oih_vde_corr_179d,0.00968667692928478
xom_spy_sd_223d,0.009613546602479098
xom_spy_ret_59d,0.0087842570734473
xom_spy_corr_223d,0.008560415716238712
xom_spy_corr_83d,0.00835590680780821
xom_spy_corr_179d,0.008322743903482192
xom_xle_corr_71d,0.008250597217908063
xom_xle_sd_251d,0.008221214434839284
vde_usci_ret_127d,0.008186136728908548
xom_spy_corr_29d,0.008173215441755026
xom_spy_corr_59d,0.008171937407898783
xom_spy_sd_157d,0.008120793561852668
vde_usci_ret_157d,0.007551449221696159
xom_xle_corr_157d,0.007469384153703862
xom_xle_sd_223d,0.007243474051039277
xom_xle_corr_83d,0.007181427181708041
oih_vde_corr_127d,0.007158744454893823
xom_xle_corr_223d,0.007052641654305427
xom_xle_corr_59d,0.006993429750962693
xom_spy_ret_37d,0.0068937676012431
xom_spy_ret_251d,0.0068303457334220235
xom_spy_sd_83d,0.006757967132435578
xom_xle_corr_179d,0.006751823373279958
xom_spy_corr_127d,0.0067441001901956225
xom_spy_ret_157d,0.0066567115638917
vde_usci_corr_97d,0.006618238596331927
xom_xle_sd_127d,0.006577001137079205
vde_usci_sd_109d,0.006549842542770797
xom_spy_ret_71d,0.006469065504988721
xom_xle_sd_199d,0.006456641036627965
xom_xle_corr_109d,0.006294538661048054
xom_xle_corr_97d,0.0062551095422301705
oih_vde_corr_97d,0.006213520711135079
oih_vde_corr_109d,0.006200954794365518
xom_spy_corr_19d,0.006195337843064601
xom_spy_sd_127d,0.006161386726227323
xom_xle_corr_199d,0.006121544757990098
xom_xle_sd_11d,0.006091254305980005
xom_spy_ret_179d,0.0060798829535109586
vde_usci_sd_83d,0.006075184167323032
xom_xle_sd_109d,0.00605973880078976
xom_xle_corr_127d,0.006016400607748308
xom_xle_sd_59d,0.005990058715560001
xom_spy_sd_59d,0.005965569147764042
oih_vde_corr_83d,0.005818087439514118
xom_spy_corr_109d,0.005753672933742906
vde_usci_sd_59d,0.005751651171150612
xom_spy_ret_29d,0.005702784494540959
xom_spy_corr_37d,0.005688733119570088
xom_spy_sd_71d,0.005572978839214768
oih_vde_corr_157d,0.005527238022494413
xom_xle_ret_83d,0.00541233643113352
xom_xle_ret_71d,0.005399581083456052
xom_xle_sd_71d,0.005305466910194919
xom_xle_sd_179d,0.00525243975105912
xom_spy_sd_29d,0.00522121513976967
xom_spy_ret_11d,0.005215574697036903
xom_xle_sd_47d,0.00516564590781696
xom_xle_sd_157d,0.005163345746766344
vde_usci_sd_127d,0.005144812006671196
xom_spy_corr_97d,0.005129686023647559
vde_usci_sd_157d,0.005104877572159663
xom_xle_corr_47d,0.005101888162502182
xom_spy_sd_47d,0.005038565258585499
xom_xle_ret_59d,0.004966981367740401
xom_xle_ret_251d,0.004966933885059
vde_usci_sd_71d,0.004913856244335606
xom_spy_ret_127d,0.004878417170208523
xom_xle_ret_109d,0.004874928942487478
xom_spy_sd_97d,0.004809351360930786
xom_spy_sd_37d,0.0047829519897071
xom_spy_sd_19d,0.004720020942866402
vde_usci_corr_109d,0.00471087327934003
oih_vde_sd_251d,0.0046323799086245045
xom_spy_corr_47d,0.004508005272415215
xom_xle_ret_157d,0.004464782037444524
oih_vde_sd_199d,0.004374535953355644
oih_vde_sd_223d,0.004358695730840193
xom_xle_sd_97d,0.004358159426449209
xom_xle_sd_83d,0.004357924012312999
oih_vde_sd_109d,0.004333589887821416
xom_xle_sd_29d,0.004312267164966069
xom_spy_ret_83d,0.0042679328352505895
oih_vde_sd_157d,0.004257104784620313
xom_xle_ret_97d,0.004211110560326585
xom_xle_corr_19d,0.004196460403752359
xom_spy_ret_5d,0.0041542228092840165
xom_xle_sd_37d,0.004150446436659522
xom_xle_ret_37d,0.004141192311963271
vde_usci_corr_83d,0.0041056702680981605
oih_vde_sd_83d,0.004024038042233164
xom_spy_sd_109d,0.003991828040350214
oih_vde_sd_179d,0.003945143317905372
vde_usci_sd_29d,0.003925631934391058
xom_xle_corr_29d,0.0038762661898089933
oih_vde_ret_127d,0.0038655368531742614
oih_vde_ret_37d,0.003826868706803045
xom_spy_ret_199d,0.003783117914251101
oih_vde_sd_19d,0.0037748101943678317
oih_vde_ret_109d,0.003758786788665712
xom_xle_ret_47d,0.00373168317430419
vde_usci_sd_251d,0.0037032163071687536
oih_vde_sd_37d,0.0036778455607695275
oih_vde_corr_47d,0.003660719557223501
oih_vde_corr_59d,0.003630935420542455
oih_vde_ret_223d,0.0035843499119108573
xom_xle_ret_223d,0.003550351062483328
xom_xle_ret_179d,0.003546900820907405
vde_usci_corr_251d,0.0035442010556064707
oih_vde_ret_71d,0.003539119409061141
oih_vde_corr_71d,0.003488777020695308
oih_vde_sd_59d,0.003482257648538919
xom_xle_sd_19d,0.0034748473513341333
vde_usci_corr_179d,0.0034745352151811324
xom_spy_ret_109d,0.0034386348093179086
xom_spy_ret_97d,0.0034349711455845294
vde_usci_sd_47d,0.0034129584243957683
vde_usci_sd_37d,0.0034127280084365473
vde_usci_corr_47d,0.003374299774560832
xom_xle_ret_199d,0.003374128586998938
xom_xle_corr_37d,0.003352624180410019
xom_spy_ret_223d,0.003346223015139434
oih_vde_ret_59d,0.00331983688908477
vde_usci_corr_11d,0.00331602927785409
oih_vde_sd_97d,0.003303944185710928
vde_usci_corr_37d,0.00326330100970227
xom_xle_sd_5d,0.00316097408192067
vde_usci_ret_223d,0.0031521947840384315
oih_vde_sd_11d,0.003143444975400432
vde_usci_sd_199d,0.003127295115820475
oih_vde_sd_71d,0.0030838462131587033
oih_vde_corr_19d,0.0030178935184189412
vde_usci_ret_179d,0.0029989344334619777
oih_vde_sd_29d,0.002968229632579447
oih_vde_ret_157d,0.0029572498872775356
oih_vde_ret_29d,0.002900717756527778
oih_vde_sd_127d,0.0028906484291645234
oih_vde_corr_37d,0.0028255196839014974
xom_spy_corr_11d,0.0028236561136109235
xom_xle_corr_11d,0.0027529189139478636
vde_usci_ret_251d,0.002729336265366668
vde_usci_corr_127d,0.0027232747262225265
xom_xle_ret_29d,0.002718863335211503
xom_xle_ret_19d,0.0027088724792269847
oih_vde_ret_83d,0.0026835867018365814
vde_usci_sd_179d,0.002678746217331
xom_spy_sd_11d,0.0026545835303101607
xom_xle_corr_5d,0.002600054668897836
oih_vde_ret_251d,0.0025156704467823635
oih_vde_corr_11d,0.0025155924752213255
vde_usci_corr_223d,0.002468519394424392
oih_vde_sd_47d,0.002451288429161584
vde_usci_ret_47d,0.0024432576082835393
oih_vde_ret_199d,0.0024409829379355708
vde_usci_sd_223d,0.0024282378365209317
oih_vde_ret_179d,0.0024205696333834824
xom_xle_ret_127d,0.0023611575530523153
xom_xle_ret_5d,0.002269084385364886
oih_vde_corr_29d,0.0022300676161486448
xom_xle_ret_11d,0.0022295975376027725
vde_usci_corr_199d,0.002201682719115838
oih_vde_ret_19d,0.0021641596550929397
vde_usci_corr_157d,0.002132232050209902
oih_vde_ret_97d,0.0021242042282380506
xom_spy_sd_5d,0.00210667662117091
oih_vde_ret_11d,0.002066580245724914
vde_usci_ret_59d,0.001987705764013931
vde_usci_ret_5d,0.0019025227082610948
