model,ticker,x,y,r
v02a,AXP,roll_sd_ret5d_147d_lag5,roll_sd_intraday_61d,0.7478141723653473
v02a,FDX,atr17_open,roll_sd_ret1d_147d,0.7468927402954677
v02a,AMD,roll_sd_ret5d_147d_lag11,roll_sd_ret21d_251d,0.7456830707521748
v02a,AMD,atr11_open,roll_sd_ret1d_61d,0.7445598299000714
v02a,CVX,atr17_open,roll_sd_ret1d_147d,0.7428533396813667
v02a,AMD,roll_sd_intraday_251d,roll_sd_ret21d_251d_lag7,0.7415356340470766
v02a,AAPL,atr17_open,roll_sd_ret1d_147d,0.7370934234170864
v02a,AMD,roll_sd_ret1d_61d,roll_sd_ret5d_147d,0.7368999011996952
v02a,AMD,roll_sd_intraday_251d,roll_sd_ret21d_251d_lag19,0.735677220451639
v02a,AMD,roll_sd_ret5d_147d_lag5,roll_sd_ret21d_251d,0.7327444345288505
v02a,AMD,roll_sd_ret5d_147d_lag11,roll_sd_ret21d_251d_lag7,0.7323257390182141
v02a,FDX,roll_sd_ret1d_61d,roll_sd_intraday_251d,0.7314353767928456
v02a,AXP,atr17_open,roll_sd_ret5d_147d_lag5,0.7277632760046154
v02a,AXP,atr11_open,roll_sd_ret5d_147d,0.7275035502191399
v02a,SBUX,roll_mean_ret5d_61d,roll_mean_ret5d_147d,0.7252967090359552
v02a,HAL,roll_mean_ret1d_61d,ma_cross_l,0.7247385677403736
v02a,SBUX,atr17_open,roll_sd_ret5d_147d_lag5,0.7233783887055405
v02a,SBUX,atr11_open,roll_sd_ret1d_147d,0.7229991677131012
v02a,AMD,roll_sd_ret5d_147d_lag11,roll_sd_ret21d_251d_lag19,0.7228777737428677
v02a,AAPL,roll_sd_ret1d_61d,roll_sd_ret5d_147d_lag11,0.7219248576687366
v02a,CVX,corr_ema20_sma50_199d,corr_ema20_sma50_251d,0.7219048777552138
v02a,AXP,atr17_open,roll_sd_intraday_251d,0.7205691620747706
v02a,AMD,roll_sd_ret5d_147d,roll_sd_ret21d_251d,0.7198470633851914
v02a,SBUX,roll_sd_ret1d_61d,roll_sd_intraday_251d,0.7198225855936897
v02a,AXP,roll_sd_ret5d_147d_lag11,roll_sd_intraday_61d,0.7171628288223715
v02a,FDX,roll_mean_ret5d_147d,ma_cross_l,0.7170293455472749
v02a,AAPL,roll_mean_ret5d_147d,ma_cross_l,0.7170260209875206
v02a,SBUX,atr11_open,roll_sd_ret5d_147d,0.7169580318179726
v02a,AMD,roll_sd_ret5d_147d_lag5,roll_sd_ret21d_251d_lag7,0.716143159479545
v02a,CVX,roll_sd_ret1d_61d,roll_sd_ret5d_147d_lag11,0.7154070401725237
v02a,CVX,roll_mean_ret1d_61d,ma_cross_l,0.71509951133624
v02a,FDX,atr17_open,roll_sd_ret5d_147d,0.7147933707525408
v02a,FDX,atr11_open,roll_sd_ret1d_147d,0.7100449357123146
v02a,AXP,corr_ema20_sma50_199d,corr_ema20_sma50_251d,0.709370187059759
v02a,AMD,roll_sd_ret1d_61d,roll_sd_ret5d_147d_lag5,0.7087430896846245
v02a,HAL,roll_sd_ret1d_61d,roll_sd_ret21d_251d,0.7084816226512031
v02a,CVX,atr17_open,roll_sd_ret5d_147d,0.7076131530636004
v02a,CVX,roll_sd_ret1d_147d,roll_sd_intraday_61d,0.7055876199260382
v02a,AMD,roll_sd_ret5d_147d_lag5,roll_sd_ret21d_251d_lag19,0.7048069565834674
v02a,SBUX,roll_mean_ret1d_61d,roll_mean_ret5d_147d,0.7044114558609096
v02a,AMD,roll_sd_ret1d_147d,roll_sd_intraday_61d,0.7035618362522077
v02a,FDX,corr_ema20_sma50_199d,corr_ema20_sma50_251d,0.7022583334607815
v02a,CVX,roll_sd_ret1d_61d,roll_sd_intraday_251d,0.7010656524590506
v02a,AMD,roll_sd_ret5d_147d,roll_sd_ret21d_251d_lag7,0.7006267502550185
v02a,HAL,roll_sd_ret1d_147d,roll_sd_intraday_61d,0.6991523710006702
v02a,AXP,atr11_open,roll_sd_ret5d_147d_lag5,0.698401938786226
v02a,AAPL,atr17_open,roll_sd_ret5d_147d,0.697722636424449
v02a,AXP,atr11_open,roll_sd_intraday_251d,0.6975190335250906
v02a,HAL,roll_sd_ret1d_61d,roll_sd_intraday_251d,0.6967881867821775
v02a,AAPL,atr11_open,roll_sd_ret1d_147d,0.6958171664250237
v02a,AXP,atr17_open,roll_sd_ret5d_147d_lag11,0.6943722768860736
v02a,HAL,roll_sd_ret5d_147d,roll_sd_intraday_61d,0.6889013251867786
v02a,AMD,roll_sd_ret5d_147d,roll_sd_ret21d_251d_lag19,0.6886362697019047
v02a,AMD,roll_sd_ret1d_147d,roll_sd_ret21d_251d,0.6861499096237439
v02a,FDX,roll_sd_ret1d_147d,roll_sd_intraday_61d,0.6851120768608453
v02a,AXP,roll_mean_ret5d_61d,roll_mean_ret5d_147d,0.6850039682953019
v02a,SBUX,roll_sd_ret1d_147d,roll_sd_intraday_61d,0.6836599719159543
v02a,SBUX,atr17_open,roll_sd_ret5d_147d_lag11,0.6835359953045637
v02a,FDX,atr17_open,roll_sd_ret5d_147d_lag5,0.6834496380989993
v02a,CVX,roll_sd_ret21d_251d,roll_sd_volu200_251d_lag17,0.6829476210496668
v02a,HAL,atr17_open,roll_sd_ret1d_147d,0.6827734791458729
v02a,SBUX,atr11_open,roll_sd_ret5d_147d_lag5,0.6817771836938293
v02a,FDX,atr11_open,roll_sd_ret5d_147d,0.6802571031195467
v02a,CVX,atr11_open,roll_sd_ret1d_147d,0.679223188140892
v02a,CVX,roll_sd_ret21d_251d_lag7,roll_sd_volu200_251d_lag17,0.6787929470380241
v02a,HAL,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag7,0.6783894108029779
v02a,FDX,atr17_open,roll_sd_intraday_251d,0.6762517450948564
v02a,AMD,roll_sd_intraday_61d,roll_sd_intraday_251d,0.6742149993761346
v02a,CVX,roll_sd_ret21d_251d_lag19,roll_sd_volu200_251d_lag17,0.673225828703929
v02a,AMD,roll_sd_ret1d_61d,roll_sd_ret5d_147d_lag11,0.6721984609557612
v02a,CVX,roll_sd_ret21d_251d,roll_sd_volu200_251d_lag5,0.6714222401702498
v02a,SBUX,roll_sd_ret5d_147d,roll_sd_intraday_61d,0.6686707662216691
v02a,HAL,roll_mean_ret5d_147d,ma_cross_l,0.6657277463200619
v02a,CVX,atr17_open,roll_sd_ret5d_147d_lag5,0.6657127261461075
v02a,AMD,roll_sd_ret1d_147d,roll_sd_ret21d_251d_lag7,0.6646900560347596
v02a,AAPL,atr17_open,roll_sd_ret5d_147d_lag5,0.6641028705143008
v02a,HAL,roll_sd_ret5d_147d_lag5,roll_sd_intraday_61d,0.6633174699889219
v02a,AXP,atr11_open,roll_sd_ret5d_147d_lag11,0.6627431007627054
v02a,FDX,roll_sd_ret5d_147d,roll_sd_intraday_61d,0.6623825925944703
v02a,HAL,atr17_open,roll_sd_ret5d_147d,0.6623266877530002
v02a,AXP,roll_mean_ret1d_61d,roll_mean_ret5d_147d,0.6609470631908193
v02a,AMD,roll_mean_ret5d_61d,roll_mean_ret5d_147d,0.6605032789105976
v02a,AMD,corr_ema20_sma50_199d,corr_ema20_sma50_251d,0.6604649817781238
v02a,CVX,roll_sd_ret21d_251d,roll_sd_volu200_251d,0.6598098473329682
v02a,HAL,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag19,0.6589560400620956
v02a,CVX,roll_sd_ret5d_147d,roll_sd_intraday_61d,0.6584888663447429
v02a,AAPL,roll_sd_ret1d_61d,roll_sd_ret21d_251d,0.6582941574693824
v02a,AAPL,atr11_open,roll_sd_ret5d_147d,0.6573951061863945
v02a,FDX,roll_sd_intraday_61d,roll_sd_intraday_251d,0.6565988049707907
v02a,SBUX,roll_sd_ret1d_61d,roll_sd_ret21d_251d,0.656411186522712
v02a,HAL,corr_ema20_sma50_199d,corr_ema20_sma50_251d,0.6545242804836333
v02a,CVX,roll_sd_ret21d_251d_lag7,roll_sd_volu200_251d_lag5,0.6541537364576149
v02a,AXP,roll_sd_ret1d_61d,roll_sd_ret21d_251d,0.651882256823431
v02a,AMD,roll_sd_ret1d_147d,roll_sd_ret21d_251d_lag19,0.6514082900968374
v02a,AMD,roll_sd_ret5d_147d,roll_sd_intraday_61d,0.6507601665801563
v02a,HAL,atr11_open,roll_sd_ret1d_147d,0.6498070993021655
v02a,CVX,atr17_open,roll_sd_intraday_251d,0.6488567062807143
v02a,SBUX,roll_sd_ret5d_147d_lag5,roll_sd_intraday_61d,0.6469218463389917
v02a,FDX,atr17_open,roll_sd_ret5d_147d_lag11,0.6464715153468924
v02a,CVX,atr11_open,roll_sd_ret5d_147d,0.6453840075987151
v02a,FDX,atr11_open,roll_sd_ret5d_147d_lag5,0.6450914927048361
v02a,CVX,roll_mean_ret5d_147d,ma_cross_l,0.6445375788146873
v02a,HAL,roll_sd_intraday_61d,roll_sd_intraday_251d,0.643557520297003
v02a,FDX,atr11_open,roll_sd_intraday_251d,0.6430502018664099
v02a,SBUX,roll_sd_intraday_61d,roll_sd_intraday_251d,0.6429100857488212
v02a,FDX,roll_sd_ret5d_147d_lag5,roll_sd_intraday_61d,0.6421088161970655
v02a,CVX,roll_sd_ret5d_147d,roll_sd_volu200_251d,0.6410715895412301
v02a,CVX,roll_sd_ret21d_251d_lag19,roll_sd_volu200_251d_lag5,0.6410705762157609
v02a,CVX,roll_sd_ret5d_147d_lag5,roll_sd_volu200_251d_lag5,0.6408745147421896
v02a,FDX,roll_mean_ret5d_61d,roll_mean_ret5d_147d,0.6397739833462307
v02a,CVX,roll_sd_ret5d_147d,roll_sd_volu200_251d_lag5,0.6394434433496693
v02a,SBUX,atr11_open,roll_sd_ret5d_147d_lag11,0.6394299078927785
v02a,AMD,roll_mean_ret1d_61d,roll_mean_ret5d_147d,0.6389089416011021
v02a,CVX,roll_sd_ret5d_147d_lag5,roll_sd_volu200_251d,0.6388175886190375
v02a,CVX,roll_sd_ret5d_147d_lag11,roll_sd_volu200_251d_lag5,0.6378419243375626
v02a,CVX,roll_sd_ret5d_147d_lag11,roll_sd_volu200_251d_lag17,0.6377840104389528
v02a,AMD,roll_mean_ret5d_147d,above_sd_sma199_251d,0.6377743163692929
v02a,AAPL,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag7,0.6375712037865927
v02a,SBUX,atr17_open,roll_sd_intraday_251d,0.6375494893989639
v02a,CVX,roll_sd_ret21d_251d_lag7,roll_sd_volu200_251d,0.6374721675622974
v02a,CVX,roll_mean_ret5d_147d,above_sd_sma199_251d,0.6364291784275664
v02a,HAL,atr11_open,roll_sd_ret5d_147d,0.6340238227274069
v02a,CVX,roll_sd_ret5d_147d_lag11,roll_sd_volu200_251d,0.632943905387084
v02a,CVX,roll_sd_ret5d_147d_lag5,roll_sd_volu200_251d_lag17,0.6315756909553087
v02a,AMD,roll_sd_ret1d_61d,roll_sd_intraday_251d,0.6293920074672481
v02a,SBUX,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag7,0.62832777555814745
v02a,CVX,roll_sd_ret1d_61d,roll_sd_ret21d_251d,0.6272279853161524
v02a,AAPL,roll_sd_ret1d_61d,roll_sd_intraday_251d,0.6261033522751027
v02a,AMD,roll_sd_ret5d_147d_lag5,roll_sd_intraday_61d,0.6260897379293411
v02a,CVX,roll_sd_ret5d_147d,roll_sd_volu200_251d_lag17,0.6242383396253677
v02a,AAPL,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag19,0.6241823216635257
v02a,CVX,roll_sd_ret5d_147d_lag5,roll_sd_intraday_61d,0.6230577654737445
v02a,CVX,roll_sd_ret21d_251d_lag19,roll_sd_volu200_251d,0.6228491072508456
v02a,AAPL,atr17_open,roll_sd_ret5d_147d_lag11,0.6228468589658729
v02a,HAL,roll_sd_ret5d_147d_lag11,roll_sd_intraday_61d,0.6226934703631386
v02a,HAL,atr17_open,roll_sd_ret5d_147d_lag5,0.6213905442518983
v02a,AAPL,roll_mean_ret5d_61d,roll_mean_ret5d_147d,0.6212464186943926
v02a,AXP,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag7,0.620405724592807
v02a,AAPL,atr11_open,roll_sd_ret5d_147d_lag5,0.6181326220206793
v02a,SBUX,roll_sd_ret5d_147d_lag11,roll_sd_intraday_61d,0.6170965494160817
v02a,FDX,roll_mean_ret1d_61d,roll_mean_ret5d_147d,0.6159087038126038
v02a,FDX,roll_sd_ret5d_147d_lag11,roll_sd_intraday_61d,0.6136501821558398
v02a,AAPL,atr17_open,roll_sd_ret21d_251d,0.6132048109783106
v02a,CVX,atr17_open,roll_sd_ret5d_147d_lag11,0.6124908894260664
v02a,CVX,roll_sd_intraday_251d,above_sd_sma199_251d,-0.6121885173833657
v02a,CVX,roll_sd_intraday_61d,roll_sd_intraday_251d,0.6115345541430791
v02a,AAPL,roll_sd_ret1d_147d,roll_sd_intraday_61d,0.6111971027422629
v02a,FDX,roll_sd_ret1d_61d,roll_sd_ret21d_251d,0.6110278524650559
v02a,SBUX,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag19,0.610710987725763
v02a,SBUX,roll_mean_ret5d_147d,above_sd_sma199_251d,0.6097072919385027
v02a,SBUX,atr11_open,roll_sd_intraday_251d,0.6079401206814561
v02a,FDX,atr11_open,roll_sd_ret5d_147d_lag11,0.6062883484657445
v02a,AXP,atr17_open,roll_mean_ret5d_147d,-0.605448004224677
v02a,CVX,roll_mean_ret5d_61d,roll_mean_ret5d_147d,0.6037659919822144
v02a,AMD,roll_sd_volu200_31d,roll_sd_volu200_251d,0.6036576080202137
v02a,AAPL,atr17_open,roll_sd_intraday_251d,0.6018800533744372
v02a,AXP,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag19,0.6012496430146476
v02a,CVX,atr11_open,roll_sd_ret5d_147d_lag5,0.5974300361812319
v02a,AAPL,roll_mean_ret1d_61d,roll_mean_ret5d_147d,0.597382643283998
v02a,CVX,roll_sd_ret5d_147d,above_sd_sma199_251d,-0.5957003963189916
v02a,CVX,roll_sd_ret5d_147d_lag5,above_sd_sma199_251d,-0.5955105345673685
v02a,AMD,roll_sd_ret5d_147d_lag11,roll_sd_intraday_61d,0.5945156425998872
v02a,CVX,atr11_open,roll_sd_intraday_251d,0.5930187034367994
v02a,CVX,roll_sd_ret5d_147d_lag11,above_sd_sma199_251d,-0.5926066836038081
v02a,AXP,roll_sd_ret5d_147d,above_sd_sma199_251d,-0.5924866534650312
v02a,AXP,roll_sd_ret5d_147d_lag5,above_sd_sma199_251d,-0.5917147730607525
v02a,CVX,roll_sd_ret1d_147d,above_sd_sma199_251d,-0.591220440939734
v02a,FDX,roll_sd_ret5d_147d,above_sd_sma199_251d,-0.5911844817774474
v02a,AMD,atr17_open,roll_sd_ret1d_147d,0.5902184976644413
v02a,AXP,roll_sd_ret5d_147d_lag11,above_sd_sma199_251d,-0.5897410308659053
v02a,CVX,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag7,0.5893595776253351
v02a,HAL,atr11_open,roll_sd_ret5d_147d_lag5,0.588696726006585
v02a,AXP,atr11_open,roll_mean_ret5d_147d,-0.5870941151417923
v02a,HAL,atr17_open,roll_sd_intraday_251d,0.5867613989781104
v02a,FDX,roll_sd_ret1d_147d,above_sd_sma199_251d,-0.5855013951138606
v02a,HAL,roll_mean_ret5d_61d,roll_mean_ret5d_147d,0.5839288763273363
v02a,FDX,roll_sd_ret1d_61d,above_sd_sma199_251d,-0.5833748707048138
v02a,FDX,roll_sd_ret5d_147d_lag5,above_sd_sma199_251d,-0.581813644591302
v02a,CVX,roll_mean_ret1d_61d,roll_mean_ret5d_147d,0.58115089267953
v02a,AMD,roll_sd_volu200_31d,roll_sd_volu200_251d_lag5,0.5811267870362647
v02a,AXP,roll_sd_ret1d_147d,above_sd_sma199_251d,-0.5809896092155364
v02a,FDX,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag7,0.5807577390170103
v02a,AAPL,atr17_open,roll_sd_ret21d_251d_lag7,0.5805154597468337
v02a,HAL,atr17_open,roll_mean_ret1d_61d,-0.579542093679478
v02a,HAL,atr17_open,roll_mean_ret5d_61d,-0.5780644631083595
v02a,CVX,roll_sd_ret1d_147d,roll_sd_volu200_251d,0.5771973633625171
v02a,CVX,roll_sd_ret1d_147d,roll_sd_volu200_251d_lag5,0.5750005613408345
v02a,CVX,roll_sd_ret5d_147d_lag11,roll_sd_intraday_61d,0.5745472526418534
v02a,SBUX,corr_ema20_sma50_199d,corr_sma50_sma200_199d,0.5738609565183729
v02a,AAPL,atr11_open,roll_sd_ret5d_147d_lag11,0.5736078793672159
v02a,AAPL,atr11_open,roll_sd_ret21d_251d,0.5734760043635582
v02a,AAPL,roll_sd_intraday_61d,roll_sd_intraday_251d,0.5725582877251791
v02a,AXP,roll_sd_ret21d_251d,roll_sd_intraday_61d,0.5720160988712485
v02a,CVX,atr17_open,roll_sd_ret21d_251d,0.5706773329086197
v02a,AMD,atr11_open,roll_sd_ret1d_147d,0.5698025264821591
v02a,CVX,roll_sd_intraday_251d,roll_sd_volu200_251d_lag5,0.5697489885885647
v02a,FDX,roll_sd_ret5d_147d_lag11,above_sd_sma199_251d,-0.568679436630189
v02a,CVX,roll_sd_intraday_251d,roll_sd_volu200_251d,0.5672455375041964
v02a,AAPL,atr11_open,roll_sd_intraday_251d,0.5671316627802603
v02a,HAL,roll_sd_ret21d_251d,roll_sd_intraday_61d,0.566835966828146
v02a,CVX,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag19,0.565019495827051
v02a,HAL,atr17_open,roll_sd_ret5d_147d_lag11,0.5645792765724718
v02a,HAL,roll_mean_ret1d_61d,roll_mean_ret5d_147d,0.564013452038076
v02a,HAL,atr11_open,roll_mean_ret1d_61d,-0.562776472801694
v02a,FDX,roll_sd_ret1d_61d,roll_sd_ret21d_251d_lag19,0.5625970259698478
v02a,SBUX,atr17_open,roll_sd_ret21d_251d,0.5623075269915802
v02a,AAPL,atr17_open,roll_sd_ret21d_251d_lag19,0.5617516466278349
v02a,CVX,roll_sd_intraday_251d,roll_sd_volu200_251d_lag17,0.5601509778196047
v02a,HAL,atr11_open,roll_sd_intraday_251d,0.5595001225876844
v02a,AAPL,roll_sd_ret5d_147d,roll_sd_intraday_61d,0.5594366332832503
v02a,CVX,roll_sd_ret1d_147d,roll_sd_volu200_251d_lag17,0.5590250980084319
v02a,HAL,atr11_open,roll_mean_ret5d_61d,-0.5569546673202515
v02a,FDX,roll_mean_ret5d_147d,above_sd_sma199_251d,0.5531224601601483
v02a,SBUX,corr_ema20_sma50_199d,corr_sma50_sma200_101d,0.5524976968291248
v02a,HAL,atr17_open,roll_sd_ret21d_251d,0.5501704400961954
v02a,CVX,corr_ema20_sma50_251d,corr_sma50_sma200_199d,0.5439689026250749
v02a,CVX,atr11_open,roll_sd_ret5d_147d_lag11,0.5395474690708
v02a,AXP,roll_sd_intraday_61d,roll_sd_ret21d_251d_lag7,0.5395047353799423
v02a,AAPL,atr11_open,roll_sd_ret21d_251d_lag7,0.5383982733425504
v02a,AMD,atr17_open,roll_sd_ret5d_147d,0.5380994175283139
v02a,AMD,atr17_open,roll_sd_intraday_251d,0.5376151104236662
v02a,AXP,roll_sd_ret21d_251d,roll_sd_volu200_251d,0.536454230168264
v02a,HAL,roll_sd_intraday_61d,roll_sd_ret21d_251d_lag7,0.5350125752212112
v02a,SBUX,atr11_open,roll_sd_ret21d_251d,0.5349192450346986
v02a,AAPL,corr_ema20_sma50_251d,corr_sma50_sma200_199d,0.534858343122805
v02a,AAPL,roll_sd_ret5d_147d_lag5,roll_sd_intraday_61d,0.5348311084496346
v02a,AXP,roll_sd_ret21d_251d_lag7,roll_sd_volu200_251d_lag5,0.5345558755373105
v02a,AXP,roll_sd_ret21d_251d,roll_sd_volu200_251d_lag5,0.5340567506258959
v02a,AXP,roll_sd_ret21d_251d_lag7,roll_sd_volu200_251d,0.533472242595277
v02a,AXP,roll_sd_ret21d_251d_lag19,roll_sd_volu200_251d_lag5,0.5327606728698664
v02a,AMD,roll_sd_volu200_31d,roll_sd_volu200_251d_lag17,0.5323392526446267
v02a,AXP,roll_sd_ret21d_251d_lag19,roll_sd_volu200_251d,0.5306540741135524
v02a,AXP,roll_sd_ret21d_251d_lag19,roll_sd_volu200_251d_lag17,0.5301790664069731
v02a,HAL,atr11_open,roll_sd_ret21d_251d,0.5295094882740939
v02a,HAL,atr11_open,roll_sd_ret5d_147d_lag11,0.5287486707529215
v02a,SBUX,atr17_open,roll_sd_ret21d_251d_lag7,0.5273978874017107
v02a,AMD,atr11_open,roll_sd_intraday_251d,0.527148625745996
v02a,AXP,roll_sd_ret21d_251d_lag7,roll_sd_volu200_251d_lag17,0.5268000235271272
v02a,AXP,corr_ema20_sma50_251d,corr_sma50_sma200_199d,0.5237327502815828
v02a,AAPL,roll_mean_ret5d_147d,above_sd_sma199_251d,0.523488372226724
v02a,AXP,atr17_open,roll_sd_ret21d_251d,0.5228703720424339
v02a,AXP,roll_sd_intraday_251d,roll_sd_volu200_251d,0.5208479130712663
v02a,CVX,atr17_open,roll_sd_ret21d_251d_lag7,0.5207286020370563
v02a,AXP,roll_sd_ret1d_61d,above_sd_sma199_251d,-0.5197355455935982
v02a,AXP,roll_sd_intraday_61d,roll_sd_ret21d_251d_lag19,0.5197100467368263
v02a,AAPL,atr11_open,roll_sd_ret21d_251d_lag19,0.5192661861088756
v02a,FDX,atr17_open,above_sd_sma199_251d,-0.5188674217943688
v02a,CVX,atr11_open,roll_sd_ret21d_251d,0.5184581809591705
v02a,AXP,roll_sd_ret21d_251d,roll_sd_volu200_251d_lag17,0.517216229319148
v02a,AXP,roll_mean_ret5d_147d,roll_sd_intraday_61d,-0.5168772923676735
v02a,HAL,roll_sd_ret1d_61d,ma_cross_l,-0.5149745272688384
v02a,AXP,above_sd_sma199_251d,roll_sd_volu200_251d,-0.514838116534694
v02a,AMD,atr11_open,roll_sd_ret5d_147d,0.514786534359018
v02a,AXP,roll_sd_intraday_251d,roll_sd_volu200_251d_lag5,0.5145671432336187
v02a,HAL,roll_sd_intraday_61d,roll_sd_ret21d_251d_lag19,0.514019450072358
v02a,FDX,corr_ema20_sma50_251d,corr_sma50_sma200_199d,0.5117466608401645
v02a,AXP,roll_mean_ret5d_147d,roll_sd_ret1d_61d,-0.510412916342152
v02a,AXP,above_sd_sma199_251d,roll_sd_volu200_251d_lag5,-0.5100169757031329
v02a,AAPL,roll_sd_volu200_31d,roll_sd_volu200_251d,0.5099623084978253
v02a,SBUX,atr17_open,roll_sd_ret21d_251d_lag19,0.5083151288974381
v02a,HAL,atr17_open,roll_mean_ret5d_147d,-0.5059556481523945
v02a,FDX,atr17_open,roll_sd_ret21d_251d,0.5029534637870728
v02a,AXP,atr11_open,roll_sd_ret21d_251d,0.5029380653242798
v02a,AAPL,roll_sd_ret5d_147d_lag11,roll_sd_intraday_61d,0.5018961379078876
v02a,FDX,atr17_open,roll_mean_ret5d_147d,-0.5009475690873186
v02a,HAL,atr17_open,roll_sd_ret21d_251d_lag7,0.5009279277436509
